,1,2,3,4
1,0.297096054,0.340282949,0.229337305,0.133283693
2,0.147085202,0.26367713,0.29955157,0.29058296
3,0.127212389,0.190265487,0.313053097,0.368362832
4,0.121270452,0.1626564,0.326275265,0.389797883
5,0.088546679,0.129932628,0.340712223,0.44080847
6,0.050748752,0.116472546,0.352745424,0.480865225
